delta,sigma/pext,simulation,generation,rho,alpha
0,0,1,55,0.3532,0.6666666666666666
0,0,1,56,0.3372,0.6666666666666666
0,0,1,57,0.3396,0.6666666666666666
0,0,1,58,0.3432,0.6666666666666666
0,0,1,59,0.3516,0.6666666666666666
0,0,1,60,0.3456,0.6666666666666666
0,0,1,61,0.3652,0.6666666666666666
0,0,1,62,0.3672,0.6666666666666666
0,0,1,63,0.3636,0.6666666666666666
0,0,1,64,0.364,0.6666666666666666
0,0,1,65,0.372,0.6666666666666666
0,0,1,66,0.3628,0.6666666666666666
0,0,1,67,0.364,0.6666666666666666
0,0,1,68,0.372,0.6666666666666666
0,0,1,69,0.3628,0.6666666666666666
0,0,1,70,0.356,0.6666666666666666
0,0,1,71,0.3596,0.6666666666666666
0,0,1,72,0.3552,0.6666666666666666
0,0,1,73,0.3732,0.6666666666666666
0,0,1,74,0.3736,0.6666666666666666
0,0,1,75,0.3668,0.6666666666666666
0,0,1,76,0.362,0.6666666666666666
0,0,1,77,0.3636,0.6666666666666666
0,0,1,78,0.3596,0.6666666666666666
0,0,1,79,0.368,0.6666666666666666
0,0,1,80,0.3572,0.6666666666666666
0,0,1,81,0.3648,0.6666666666666666
0,0,1,82,0.362,0.6666666666666666
0,0,1,83,0.3484,0.6666666666666666
0,0,1,84,0.3432,0.6666666666666666
0,0,1,85,0.358,0.6666666666666666
0,0,1,86,0.352,0.6666666666666666
0,0,1,87,0.3348,0.6666666666666666
0,0,1,88,0.3516,0.6666666666666666
0,0,1,89,0.3528,0.6666666666666666
0,0,1,90,0.3516,0.6666666666666666
0,0,1,91,0.3616,0.6666666666666666
0,0,1,92,0.3544,0.6666666666666666
0,0,1,93,0.3524,0.6666666666666666
0,0,1,94,0.3616,0.6666666666666666
0,0,1,95,0.3432,0.6666666666666666
0,0,1,96,0.3452,0.6666666666666666
0,0,1,97,0.3504,0.6666666666666666
0,0,1,98,0.3524,0.6666666666666666
0,0,1,99,0.3536,0.6666666666666666
0,0,1,100,0.3552,0.6666666666666666
0,0,1,0,1,0.7777777777777777
0,0,1,1,0.708,0.7777777777777777
0,0,1,2,0.6032,0.7777777777777777
0,0,1,3,0.5376,0.7777777777777777
0,0,1,4,0.5104,0.7777777777777777
0,0,1,5,0.4756,0.7777777777777777
0,0,1,6,0.4572,0.7777777777777777
0,0,1,7,0.4524,0.7777777777777777
0,0,1,8,0.426,0.7777777777777777
0,0,1,9,0.39,0.7777777777777777
0,0,1,10,0.3944,0.7777777777777777
0,0,1,11,0.3916,0.7777777777777777
0,0,1,12,0.3864,0.7777777777777777
0,0,1,13,0.366,0.7777777777777777
0,0,1,14,0.3704,0.7777777777777777
0,0,1,15,0.3928,0.7777777777777777
0,0,1,16,0.3828,0.7777777777777777
0,0,1,17,0.3872,0.7777777777777777
0,0,1,18,0.3856,0.7777777777777777
0,0,1,19,0.398,0.7777777777777777
0,0,1,20,0.3956,0.7777777777777777
0,0,1,21,0.394,0.7777777777777777
0,0,1,22,0.3956,0.7777777777777777
0,0,1,23,0.374,0.7777777777777777
0,0,1,24,0.384,0.7777777777777777
0,0,1,25,0.3872,0.7777777777777777
0,0,1,26,0.3696,0.7777777777777777
0,0,1,27,0.384,0.7777777777777777
0,0,1,28,0.3788,0.7777777777777777
0,0,1,29,0.3876,0.7777777777777777
0,0,1,30,0.3964,0.7777777777777777
0,0,1,31,0.3808,0.7777777777777777
0,0,1,32,0.3704,0.7777777777777777
0,0,1,33,0.376,0.7777777777777777
0,0,1,34,0.3772,0.7777777777777777
0,0,1,35,0.384,0.7777777777777777
0,0,1,36,0.392,0.7777777777777777
0,0,1,37,0.3916,0.7777777777777777
0,0,1,38,0.3912,0.7777777777777777
0,0,1,39,0.384,0.7777777777777777
0,0,1,40,0.3696,0.7777777777777777
0,0,1,41,0.3796,0.7777777777777777
0,0,1,42,0.3864,0.7777777777777777
0,0,1,43,0.3836,0.7777777777777777
0,0,1,44,0.3724,0.7777777777777777
0,0,1,45,0.3844,0.7777777777777777
0,0,1,46,0.3856,0.7777777777777777
0,0,1,47,0.3936,0.7777777777777777
0,0,1,48,0.3928,0.7777777777777777
0,0,1,49,0.3824,0.7777777777777777
0,0,1,50,0.3784,0.7777777777777777
0,0,1,51,0.374,0.7777777777777777
0,0,1,52,0.3808,0.7777777777777777
0,0,1,53,0.3664,0.7777777777777777
0,0,1,54,0.3732,0.7777777777777777
0,0,1,55,0.3712,0.7777777777777777
0,0,1,56,0.3676,0.7777777777777777
0,0,1,57,0.3664,0.7777777777777777
0,0,1,58,0.3676,0.7777777777777777
0,0,1,59,0.364,0.7777777777777777
0,0,1,60,0.3748,0.7777777777777777
0,0,1,61,0.3728,0.7777777777777777
0,0,1,62,0.376,0.7777777777777777
0,0,1,63,0.3612,0.7777777777777777
0,0,1,64,0.3796,0.7777777777777777
0,0,1,65,0.3688,0.7777777777777777
0,0,1,66,0.382,0.7777777777777777
0,0,1,67,0.3744,0.7777777777777777
0,0,1,68,0.3628,0.7777777777777777
0,0,1,69,0.3596,0.7777777777777777
0,0,1,70,0.36,0.7777777777777777
0,0,1,71,0.3516,0.7777777777777777
0,0,1,72,0.3636,0.7777777777777777
0,0,1,73,0.3788,0.7777777777777777
0,0,1,74,0.3876,0.7777777777777777
0,0,1,75,0.3684,0.7777777777777777
0,0,1,76,0.3656,0.7777777777777777
0,0,1,77,0.362,0.7777777777777777
0,0,1,78,0.3784,0.7777777777777777
0,0,1,79,0.3768,0.7777777777777777
0,0,1,80,0.3748,0.7777777777777777
0,0,1,81,0.3788,0.7777777777777777
0,0,1,82,0.37,0.7777777777777777
0,0,1,83,0.3588,0.7777777777777777
0,0,1,84,0.356,0.7777777777777777
0,0,1,85,0.3496,0.7777777777777777
0,0,1,86,0.3508,0.7777777777777777
0,0,1,87,0.3528,0.7777777777777777
0,0,1,88,0.3636,0.7777777777777777
0,0,1,89,0.3616,0.7777777777777777
0,0,1,90,0.3576,0.7777777777777777
0,0,1,91,0.3636,0.7777777777777777
0,0,1,92,0.3604,0.7777777777777777
0,0,1,93,0.3424,0.7777777777777777
0,0,1,94,0.338,0.7777777777777777
0,0,1,95,0.352,0.7777777777777777
0,0,1,96,0.3604,0.7777777777777777
0,0,1,97,0.366,0.7777777777777777
0,0,1,98,0.3868,0.7777777777777777
0,0,1,99,0.382,0.7777777777777777
0,0,1,100,0.384,0.7777777777777777
0,0,1,0,1,0.8888888888888888
0,0,1,1,0.7252,0.8888888888888888
0,0,1,2,0.5772,0.8888888888888888
0,0,1,3,0.532,0.8888888888888888
0,0,1,4,0.4944,0.8888888888888888
0,0,1,5,0.4848,0.8888888888888888
0,0,1,6,0.4568,0.8888888888888888
0,0,1,7,0.4428,0.8888888888888888
0,0,1,8,0.436,0.8888888888888888
0,0,1,9,0.4276,0.8888888888888888
0,0,1,10,0.4092,0.8888888888888888
0,0,1,11,0.394,0.8888888888888888
0,0,1,12,0.3876,0.8888888888888888
0,0,1,13,0.3732,0.8888888888888888
0,0,1,14,0.37,0.8888888888888888
0,0,1,15,0.348,0.8888888888888888
0,0,1,16,0.3488,0.8888888888888888
0,0,1,17,0.3612,0.8888888888888888
0,0,1,18,0.3488,0.8888888888888888
0,0,1,19,0.3504,0.8888888888888888
0,0,1,20,0.368,0.8888888888888888
0,0,1,21,0.3728,0.8888888888888888
0,0,1,22,0.3792,0.8888888888888888
0,0,1,23,0.3652,0.8888888888888888
0,0,1,24,0.3792,0.8888888888888888
0,0,1,25,0.382,0.8888888888888888
0,0,1,26,0.3792,0.8888888888888888
0,0,1,27,0.3812,0.8888888888888888
0,0,1,28,0.3776,0.8888888888888888
0,0,1,29,0.3768,0.8888888888888888
0,0,1,30,0.3764,0.8888888888888888
0,0,1,31,0.3668,0.8888888888888888
0,0,1,32,0.3488,0.8888888888888888
0,0,1,33,0.3484,0.8888888888888888
0,0,1,34,0.368,0.8888888888888888
0,0,1,35,0.3692,0.8888888888888888
0,0,1,36,0.3764,0.8888888888888888
0,0,1,37,0.3696,0.8888888888888888
0,0,1,38,0.3648,0.8888888888888888
0,0,1,39,0.3736,0.8888888888888888
0,0,1,40,0.3748,0.8888888888888888
0,0,1,41,0.3696,0.8888888888888888
0,0,1,42,0.3544,0.8888888888888888
0,0,1,43,0.3636,0.8888888888888888
0,0,1,44,0.3628,0.8888888888888888
0,0,1,45,0.3452,0.8888888888888888
0,0,1,46,0.3456,0.8888888888888888
0,0,1,47,0.3508,0.8888888888888888
0,0,1,48,0.3532,0.8888888888888888
0,0,1,49,0.3544,0.8888888888888888
0,0,1,50,0.3652,0.8888888888888888
0,0,1,51,0.3536,0.8888888888888888
0,0,1,52,0.344,0.8888888888888888
0,0,1,53,0.3616,0.8888888888888888
0,0,1,54,0.3556,0.8888888888888888
0,0,1,55,0.3552,0.8888888888888888
0,0,1,56,0.3444,0.8888888888888888
0,0,1,57,0.3588,0.8888888888888888
0,0,1,58,0.3724,0.8888888888888888
0,0,1,59,0.3624,0.8888888888888888
0,0,1,60,0.3616,0.8888888888888888
0,0,1,61,0.3568,0.8888888888888888
0,0,1,62,0.3684,0.8888888888888888
0,0,1,63,0.3792,0.8888888888888888
0,0,1,64,0.3688,0.8888888888888888
0,0,1,65,0.3724,0.8888888888888888
0,0,1,66,0.36,0.8888888888888888
0,0,1,67,0.3564,0.8888888888888888
0,0,1,68,0.3584,0.8888888888888888
0,0,1,69,0.364,0.8888888888888888
0,0,1,70,0.3612,0.8888888888888888
0,0,1,71,0.3692,0.8888888888888888
0,0,1,72,0.3716,0.8888888888888888
0,0,1,73,0.3792,0.8888888888888888
0,0,1,74,0.3812,0.8888888888888888
0,0,1,75,0.3804,0.8888888888888888
0,0,1,76,0.3812,0.8888888888888888
0,0,1,77,0.384,0.8888888888888888
0,0,1,78,0.3808,0.8888888888888888
0,0,1,79,0.3724,0.8888888888888888
0,0,1,80,0.3724,0.8888888888888888
0,0,1,81,0.3576,0.8888888888888888
0,0,1,82,0.3636,0.8888888888888888
0,0,1,83,0.38,0.8888888888888888
0,0,1,84,0.3864,0.8888888888888888
0,0,1,85,0.3788,0.8888888888888888
0,0,1,86,0.3796,0.8888888888888888
0,0,1,87,0.394,0.8888888888888888
0,0,1,88,0.3956,0.8888888888888888
0,0,1,89,0.3904,0.8888888888888888
0,0,1,90,0.3828,0.8888888888888888
0,0,1,91,0.3784,0.8888888888888888
0,0,1,92,0.3704,0.8888888888888888
0,0,1,93,0.3564,0.8888888888888888
0,0,1,94,0.3636,0.8888888888888888
0,0,1,95,0.3444,0.8888888888888888
0,0,1,96,0.3468,0.8888888888888888
0,0,1,97,0.3564,0.8888888888888888
0,0,1,98,0.3644,0.8888888888888888
0,0,1,99,0.3728,0.8888888888888888
0,0,1,100,0.372,0.8888888888888888
0,0,1,0,1,1.0
0,0,1,1,0.7252,1.0
0,0,1,2,0.5916,1.0
0,0,1,3,0.5168,1.0
0,0,1,4,0.4704,1.0
0,0,1,5,0.4488,1.0
0,0,1,6,0.4356,1.0
0,0,1,7,0.4312,1.0
0,0,1,8,0.42,1.0
0,0,1,9,0.4104,1.0
0,0,1,10,0.3992,1.0
0,0,1,11,0.3908,1.0
0,0,1,12,0.3872,1.0
0,0,1,13,0.3984,1.0
0,0,1,14,0.3972,1.0
0,0,1,15,0.3856,1.0
0,0,1,16,0.3632,1.0
0,0,1,17,0.3648,1.0
0,0,1,18,0.3628,1.0
0,0,1,19,0.3708,1.0
0,0,1,20,0.3688,1.0
0,0,1,21,0.378,1.0
0,0,1,22,0.372,1.0
0,0,1,23,0.3692,1.0
0,0,1,24,0.374,1.0
0,0,1,25,0.3784,1.0
0,0,1,26,0.38,1.0
0,0,1,27,0.3792,1.0
0,0,1,28,0.3836,1.0
0,0,1,29,0.3824,1.0
0,0,1,30,0.3876,1.0
0,0,1,31,0.386,1.0
0,0,1,32,0.3868,1.0
0,0,1,33,0.3792,1.0
0,0,1,34,0.382,1.0
0,0,1,35,0.3936,1.0
0,0,1,36,0.3852,1.0
0,0,1,37,0.3832,1.0
0,0,1,38,0.4,1.0
0,0,1,39,0.3988,1.0
0,0,1,40,0.3872,1.0
0,0,1,41,0.392,1.0
0,0,1,42,0.3852,1.0
0,0,1,43,0.3648,1.0
0,0,1,44,0.3804,1.0
0,0,1,45,0.3828,1.0
0,0,1,46,0.3916,1.0
0,0,1,47,0.3996,1.0
0,0,1,48,0.3964,1.0
0,0,1,49,0.4,1.0
0,0,1,50,0.3868,1.0
0,0,1,51,0.3868,1.0
0,0,1,52,0.3868,1.0
0,0,1,53,0.382,1.0
0,0,1,54,0.3832,1.0
0,0,1,55,0.3752,1.0
0,0,1,56,0.3772,1.0
0,0,1,57,0.3744,1.0
0,0,1,58,0.3776,1.0
0,0,1,59,0.3688,1.0
0,0,1,60,0.3724,1.0
0,0,1,61,0.3768,1.0
0,0,1,62,0.3828,1.0
0,0,1,63,0.3728,1.0
0,0,1,64,0.3656,1.0
0,0,1,65,0.362,1.0
0,0,1,66,0.3708,1.0
0,0,1,67,0.3828,1.0
0,0,1,68,0.3724,1.0
0,0,1,69,0.3724,1.0
0,0,1,70,0.3824,1.0
0,0,1,71,0.3828,1.0
0,0,1,72,0.3912,1.0
0,0,1,73,0.3784,1.0
0,0,1,74,0.3648,1.0
0,0,1,75,0.3552,1.0
0,0,1,76,0.3428,1.0
0,0,1,77,0.3396,1.0
0,0,1,78,0.3552,1.0
0,0,1,79,0.3564,1.0
0,0,1,80,0.3564,1.0
0,0,1,81,0.356,1.0
0,0,1,82,0.3532,1.0
0,0,1,83,0.3576,1.0
0,0,1,84,0.3588,1.0
0,0,1,85,0.3636,1.0
0,0,1,86,0.3668,1.0
0,0,1,87,0.3692,1.0
0,0,1,88,0.3792,1.0
0,0,1,89,0.39,1.0
0,0,1,90,0.3876,1.0
0,0,1,91,0.3884,1.0
0,0,1,92,0.4036,1.0
0,0,1,93,0.3968,1.0
0,0,1,94,0.3812,1.0
0,0,1,95,0.3908,1.0
0,0,1,96,0.3716,1.0
0,0,1,97,0.3688,1.0
0,0,1,98,0.3716,1.0
0,0,1,99,0.3952,1.0
0,0,1,100,0.3996,1.0
0,0.5,1,0,1,0.0
0,0.5,1,1,0.7268,0.0
0,0.5,1,2,0.5828,0.0
0,0.5,1,3,0.5128,0.0
0,0.5,1,4,0.4596,0.0
0,0.5,1,5,0.4316,0.0
0,0.5,1,6,0.4044,0.0
0,0.5,1,7,0.3816,0.0
0,0.5,1,8,0.3432,0.0
0,0.5,1,9,0.3272,0.0
0,0.5,1,10,0.31,0.0
0,0.5,1,11,0.2964,0.0
0,0.5,1,12,0.2904,0.0
0,0.5,1,13,0.2804,0.0
0,0.5,1,14,0.2876,0.0
0,0.5,1,15,0.282,0.0
0,0.5,1,16,0.284,0.0
0,0.5,1,17,0.2784,0.0
0,0.5,1,18,0.2756,0.0
0,0.5,1,19,0.288,0.0
0,0.5,1,20,0.2944,0.0
0,0.5,1,21,0.2728,0.0
0,0.5,1,22,0.2744,0.0
0,0.5,1,23,0.2848,0.0
0,0.5,1,24,0.2864,0.0
0,0.5,1,25,0.2772,0.0
0,0.5,1,26,0.274,0.0
0,0.5,1,27,0.2792,0.0
0,0.5,1,28,0.2776,0.0
0,0.5,1,29,0.2772,0.0
0,0.5,1,30,0.2768,0.0
0,0.5,1,31,0.2684,0.0
0,0.5,1,32,0.254,0.0
0,0.5,1,33,0.2536,0.0
0,0.5,1,34,0.25,0.0
0,0.5,1,35,0.2488,0.0
0,0.5,1,36,0.2536,0.0
0,0.5,1,37,0.2468,0.0
0,0.5,1,38,0.2468,0.0
0,0.5,1,39,0.2468,0.0
0,0.5,1,40,0.242,0.0
0,0.5,1,41,0.2364,0.0
0,0.5,1,42,0.2368,0.0
0,0.5,1,43,0.2292,0.0
0,0.5,1,44,0.2208,0.0
0,0.5,1,45,0.2324,0.0
0,0.5,1,46,0.2232,0.0
0,0.5,1,47,0.2272,0.0
0,0.5,1,48,0.23,0.0
0,0.5,1,49,0.2396,0.0
0,0.5,1,50,0.2396,0.0
0,0.5,1,51,0.2284,0.0
0,0.5,1,52,0.2336,0.0
0,0.5,1,53,0.2428,0.0
0,0.5,1,54,0.2516,0.0
0,0.5,1,55,0.2572,0.0
0,0.5,1,56,0.2564,0.0
0,0.5,1,57,0.254,0.0
0,0.5,1,58,0.2568,0.0
0,0.5,1,59,0.2508,0.0
0,0.5,1,60,0.2588,0.0
0,0.5,1,61,0.2592,0.0
0,0.5,1,62,0.268,0.0
0,0.5,1,63,0.2688,0.0
0,0.5,1,64,0.2644,0.0
0,0.5,1,65,0.2708,0.0
0,0.5,1,66,0.2696,0.0
0,0.5,1,67,0.2716,0.0
0,0.5,1,68,0.2776,0.0
0,0.5,1,69,0.2844,0.0
0,0.5,1,70,0.2964,0.0
0,0.5,1,71,0.2908,0.0
0,0.5,1,72,0.284,0.0
0,0.5,1,73,0.2848,0.0
0,0.5,1,74,0.28,0.0
0,0.5,1,75,0.28,0.0
0,0.5,1,76,0.2752,0.0
0,0.5,1,77,0.2712,0.0
0,0.5,1,78,0.2648,0.0
0,0.5,1,79,0.2468,0.0
0,0.5,1,80,0.2488,0.0
0,0.5,1,81,0.242,0.0
0,0.5,1,82,0.2464,0.0
0,0.5,1,83,0.2548,0.0
0,0.5,1,84,0.2584,0.0
0,0.5,1,85,0.2656,0.0
0,0.5,1,86,0.2692,0.0
0,0.5,1,87,0.2744,0.0
0,0.5,1,88,0.2704,0.0
0,0.5,1,89,0.282,0.0
0,0.5,1,90,0.2936,0.0
0,0.5,1,91,0.2968,0.0
0,0.5,1,92,0.2852,0.0
0,0.5,1,93,0.29,0.0
0,0.5,1,94,0.2836,0.0
0,0.5,1,95,0.2828,0.0
0,0.5,1,96,0.262,0.0
0,0.5,1,97,0.2572,0.0
0,0.5,1,98,0.2592,0.0
0,0.5,1,99,0.2684,0.0
0,0.5,1,100,0.26,0.0
0,0.5,1,0,1,0.1111111111111111
0,0.5,1,1,0.7136,0.1111111111111111
0,0.5,1,2,0.5792,0.1111111111111111
0,0.5,1,3,0.5184,0.1111111111111111
0,0.5,1,4,0.4776,0.1111111111111111
0,0.5,1,5,0.45,0.1111111111111111
0,0.5,1,6,0.404,0.1111111111111111
0,0.5,1,7,0.38,0.1111111111111111
0,0.5,1,8,0.3612,0.1111111111111111
0,0.5,1,9,0.3616,0.1111111111111111
0,0.5,1,10,0.35,0.1111111111111111
0,0.5,1,11,0.3428,0.1111111111111111
0,0.5,1,12,0.3372,0.1111111111111111
0,0.5,1,13,0.3232,0.1111111111111111
0,0.5,1,14,0.3076,0.1111111111111111
0,0.5,1,15,0.318,0.1111111111111111
0,0.5,1,16,0.3148,0.1111111111111111
0,0.5,1,17,0.3236,0.1111111111111111
0,0.5,1,18,0.3156,0.1111111111111111
0,0.5,1,19,0.31,0.1111111111111111
0,0.5,1,20,0.2988,0.1111111111111111
0,0.5,1,21,0.3204,0.1111111111111111
0,0.5,1,22,0.3144,0.1111111111111111
0,0.5,1,23,0.32,0.1111111111111111
0,0.5,1,24,0.3196,0.1111111111111111
0,0.5,1,25,0.3188,0.1111111111111111
0,0.5,1,26,0.3028,0.1111111111111111
0,0.5,1,27,0.3072,0.1111111111111111
0,0.5,1,28,0.316,0.1111111111111111
0,0.5,1,29,0.3236,0.1111111111111111
0,0.5,1,30,0.3224,0.1111111111111111
0,0.5,1,31,0.3296,0.1111111111111111
0,0.5,1,32,0.3288,0.1111111111111111
0,0.5,1,33,0.3192,0.1111111111111111
0,0.5,1,34,0.3312,0.1111111111111111
0,0.5,1,35,0.332,0.1111111111111111
0,0.5,1,36,0.3324,0.1111111111111111
0,0.5,1,37,0.3228,0.1111111111111111
0,0.5,1,38,0.3224,0.1111111111111111
0,0.5,1,39,0.3312,0.1111111111111111
0,0.5,1,40,0.324,0.1111111111111111
0,0.5,1,41,0.3152,0.1111111111111111
0,0.5,1,42,0.3008,0.1111111111111111
0,0.5,1,43,0.2972,0.1111111111111111
0,0.5,1,44,0.3128,0.1111111111111111
0,0.5,1,45,0.3192,0.1111111111111111
0,0.5,1,46,0.31,0.1111111111111111
0,0.5,1,47,0.3036,0.1111111111111111
0,0.5,1,48,0.3124,0.1111111111111111
0,0.5,1,49,0.3096,0.1111111111111111
0,0.5,1,50,0.3012,0.1111111111111111
0,0.5,1,51,0.3172,0.1111111111111111
0,0.5,1,52,0.3216,0.1111111111111111
0,0.5,1,53,0.3268,0.1111111111111111
0,0.5,1,54,0.3232,0.1111111111111111
0,0.5,1,55,0.3104,0.1111111111111111
0,0.5,1,56,0.302,0.1111111111111111
0,0.5,1,57,0.3012,0.1111111111111111
0,0.5,1,58,0.2964,0.1111111111111111
0,0.5,1,59,0.284,0.1111111111111111
0,0.5,1,60,0.294,0.1111111111111111
0,0.5,1,61,0.2928,0.1111111111111111
0,0.5,1,62,0.298,0.1111111111111111
0,0.5,1,63,0.294,0.1111111111111111
0,0.5,1,64,0.3056,0.1111111111111111
0,0.5,1,65,0.2888,0.1111111111111111
0,0.5,1,66,0.2808,0.1111111111111111
0,0.5,1,67,0.2836,0.1111111111111111
0,0.5,1,68,0.2972,0.1111111111111111
0,0.5,1,69,0.2912,0.1111111111111111
0,0.5,1,70,0.3008,0.1111111111111111
0,0.5,1,71,0.3024,0.1111111111111111
0,0.5,1,72,0.3172,0.1111111111111111
0,0.5,1,73,0.3188,0.1111111111111111
0,0.5,1,74,0.316,0.1111111111111111
0,0.5,1,75,0.3148,0.1111111111111111
0,0.5,1,76,0.3244,0.1111111111111111
0,0.5,1,77,0.3324,0.1111111111111111
0,0.5,1,78,0.3336,0.1111111111111111
0,0.5,1,79,0.3224,0.1111111111111111
0,0.5,1,80,0.3188,0.1111111111111111
0,0.5,1,81,0.334,0.1111111111111111
0,0.5,1,82,0.3204,0.1111111111111111
0,0.5,1,83,0.3196,0.1111111111111111
0,0.5,1,84,0.3092,0.1111111111111111
0,0.5,1,85,0.3068,0.1111111111111111
0,0.5,1,86,0.3032,0.1111111111111111
0,0.5,1,87,0.2944,0.1111111111111111
0,0.5,1,88,0.294,0.1111111111111111
0,0.5,1,89,0.3016,0.1111111111111111
0,0.5,1,90,0.314,0.1111111111111111
0,0.5,1,91,0.3288,0.1111111111111111
0,0.5,1,92,0.3168,0.1111111111111111
0,0.5,1,93,0.3164,0.1111111111111111
0,0.5,1,94,0.296,0.1111111111111111
0,0.5,1,95,0.2992,0.1111111111111111
0,0.5,1,96,0.3072,0.1111111111111111
0,0.5,1,97,0.3068,0.1111111111111111
0,0.5,1,98,0.3052,0.1111111111111111
0,0.5,1,99,0.2964,0.1111111111111111
0,0.5,1,100,0.3108,0.1111111111111111
0,0.5,1,0,1,0.2222222222222222
0,0.5,1,1,0.716,0.2222222222222222
0,0.5,1,2,0.5868,0.2222222222222222
0,0.5,1,3,0.4988,0.2222222222222222
0,0.5,1,4,0.4652,0.2222222222222222
0,0.5,1,5,0.4384,0.2222222222222222
0,0.5,1,6,0.3992,0.2222222222222222
0,0.5,1,7,0.3844,0.2222222222222222
0,0.5,1,8,0.3628,0.2222222222222222
0,0.5,1,9,0.354,0.2222222222222222
0,0.5,1,10,0.3492,0.2222222222222222
0,0.5,1,11,0.338,0.2222222222222222
0,0.5,1,12,0.3284,0.2222222222222222
0,0.5,1,13,0.3164,0.2222222222222222
0,0.5,1,14,0.3296,0.2222222222222222
0,0.5,1,15,0.3152,0.2222222222222222
0,0.5,1,16,0.3272,0.2222222222222222
0,0.5,1,17,0.3352,0.2222222222222222
0,0.5,1,18,0.3428,0.2222222222222222
0,0.5,1,19,0.3396,0.2222222222222222
0,0.5,1,20,0.3384,0.2222222222222222
0,0.5,1,21,0.3452,0.2222222222222222
0,0.5,1,22,0.344,0.2222222222222222
0,0.5,1,23,0.356,0.2222222222222222
0,0.5,1,24,0.3464,0.2222222222222222
0,0.5,1,25,0.35,0.2222222222222222
0,0.5,1,26,0.3448,0.2222222222222222
0,0.5,1,27,0.3352,0.2222222222222222
0,0.5,1,28,0.3404,0.2222222222222222
0,0.5,1,29,0.3404,0.2222222222222222
0,0.5,1,30,0.352,0.2222222222222222
0,0.5,1,31,0.3516,0.2222222222222222
0,0.5,1,32,0.3472,0.2222222222222222
0,0.5,1,33,0.3448,0.2222222222222222
0,0.5,1,34,0.3512,0.2222222222222222
0,0.5,1,35,0.3364,0.2222222222222222
0,0.5,1,36,0.348,0.2222222222222222
0,0.5,1,37,0.3308,0.2222222222222222
0,0.5,1,38,0.3368,0.2222222222222222
0,0.5,1,39,0.3388,0.2222222222222222
0,0.5,1,40,0.3172,0.2222222222222222
0,0.5,1,41,0.328,0.2222222222222222
0,0.5,1,42,0.3308,0.2222222222222222
0,0.5,1,43,0.3264,0.2222222222222222
0,0.5,1,44,0.322,0.2222222222222222
0,0.5,1,45,0.324,0.2222222222222222
0,0.5,1,46,0.3276,0.2222222222222222
0,0.5,1,47,0.32,0.2222222222222222
0,0.5,1,48,0.3316,0.2222222222222222
0,0.5,1,49,0.33,0.2222222222222222
0,0.5,1,50,0.3208,0.2222222222222222
0,0.5,1,51,0.3304,0.2222222222222222
0,0.5,1,52,0.336,0.2222222222222222
0,0.5,1,53,0.3336,0.2222222222222222
0,0.5,1,54,0.3344,0.2222222222222222
0,0.5,1,55,0.3184,0.2222222222222222
0,0.5,1,56,0.3028,0.2222222222222222
0,0.5,1,57,0.3032,0.2222222222222222
0,0.5,1,58,0.2968,0.2222222222222222
0,0.5,1,59,0.3016,0.2222222222222222
0,0.5,1,60,0.3032,0.2222222222222222
0,0.5,1,61,0.3112,0.2222222222222222
0,0.5,1,62,0.3116,0.2222222222222222
0,0.5,1,63,0.308,0.2222222222222222
0,0.5,1,64,0.3288,0.2222222222222222
0,0.5,1,65,0.3396,0.2222222222222222
0,0.5,1,66,0.3344,0.2222222222222222
0,0.5,1,67,0.3324,0.2222222222222222
0,0.5,1,68,0.338,0.2222222222222222
0,0.5,1,69,0.3296,0.2222222222222222
0,0.5,1,70,0.332,0.2222222222222222
0,0.5,1,71,0.3312,0.2222222222222222
0,0.5,1,72,0.3272,0.2222222222222222
0,0.5,1,73,0.3216,0.2222222222222222
0,0.5,1,74,0.3088,0.2222222222222222
0,0.5,1,75,0.3124,0.2222222222222222
0,0.5,1,76,0.314,0.2222222222222222
0,0.5,1,77,0.3032,0.2222222222222222
0,0.5,1,78,0.3068,0.2222222222222222
0,0.5,1,79,0.3076,0.2222222222222222
0,0.5,1,80,0.32,0.2222222222222222
0,0.5,1,81,0.3188,0.2222222222222222
0,0.5,1,82,0.3056,0.2222222222222222
0,0.5,1,83,0.3092,0.2222222222222222
0,0.5,1,84,0.31,0.2222222222222222
0,0.5,1,85,0.3228,0.2222222222222222
0,0.5,1,86,0.3352,0.2222222222222222
0,0.5,1,87,0.342,0.2222222222222222
0,0.5,1,88,0.3312,0.2222222222222222
0,0.5,1,89,0.326,0.2222222222222222
0,0.5,1,90,0.336,0.2222222222222222
0,0.5,1,91,0.3264,0.2222222222222222
0,0.5,1,92,0.3304,0.2222222222222222
0,0.5,1,93,0.336,0.2222222222222222
0,0.5,1,94,0.3308,0.2222222222222222
0,0.5,1,95,0.3212,0.2222222222222222
0,0.5,1,96,0.3196,0.2222222222222222
0,0.5,1,97,0.3156,0.2222222222222222
0,0.5,1,98,0.31,0.2222222222222222
0,0.5,1,99,0.3132,0.2222222222222222
0,0.5,1,100,0.312,0.2222222222222222
0,0.5,1,0,1,0.3333333333333333
0,0.5,1,1,0.7092,0.3333333333333333
0,0.5,1,2,0.5944,0.3333333333333333
0,0.5,1,3,0.5084,0.3333333333333333
0,0.5,1,4,0.4604,0.3333333333333333
0,0.5,1,5,0.4328,0.3333333333333333
0,0.5,1,6,0.4116,0.3333333333333333
